id,temperatura,presion,altura,timestamp
1,25.3200,81.4555,158.1749,2025-11-13 09:14:23
2,25.3200,81.4555,158.1749,2025-11-13 09:14:23
3,25.3200,81.4575,157.9733,2025-11-13 09:14:23
4,25.3200,81.4568,158.0417,2025-11-13 09:14:23
5,25.3200,81.4553,158.1928,2025-11-13 09:14:23
6,25.3200,81.4553,158.1928,2025-11-13 09:14:23
7,25.3200,81.4575,157.9722,2025-11-13 09:14:23
8,25.3200,81.4547,158.2587,2025-11-13 09:14:23
9,25.3200,81.4575,157.9722,2025-11-13 09:14:23
10,25.3200,81.4575,157.9722,2025-11-13 09:14:23
11,25.3200,81.4563,158.0912,2025-11-13 09:14:24
12,25.3200,81.4573,157.9881,2025-11-13 09:14:24
13,25.3100,81.4581,157.9084,2025-11-13 09:14:24
14,25.3100,81.4581,158.0932,2025-11-13 09:14:24
15,25.3200,81.4567,158.0570,2025-11-13 09:14:24
16,25.3100,81.4542,158.3123,2025-11-13 09:14:24
17,25.3100,81.4534,158.3960,2025-11-13 09:14:24
18,25.3100,81.4537,158.3623,2025-11-13 09:14:24
19,25.3100,81.4537,158.3623,2025-11-13 09:14:24
20,25.3100,81.4562,158.1091,2025-11-13 09:14:24
21,25.3100,81.4565,158.0759,2025-11-13 09:14:24
22,25.3100,81.4545,158.2444,2025-11-13 09:14:24
23,25.3100,81.4548,158.2444,2025-11-13 09:14:24
24,25.3100,81.4529,158.4460,2025-11-13 09:14:24
25,25.3200,81.4552,158.2091,2025-11-13 09:14:24
26,25.3200,81.4532,158.4108,2025-11-13 09:14:24
27,25.3200,81.4532,158.4108,2025-11-13 09:14:24
28,25.3200,81.4526,158.4772,2025-11-13 09:14:24
29,25.3200,81.4568,158.0406,2025-11-13 09:14:24
30,25.3200,81.4526,158.4772,2025-11-13 09:14:25
31,25.3200,81.4526,158.4772,2025-11-13 09:14:25
32,25.3200,81.4562,158.1075,2025-11-13 09:14:25
33,25.3200,81.4544,158.2913,2025-11-13 09:14:25
34,25.3200,81.4544,158.2913,2025-11-13 09:14:25
35,25.3200,81.4544,158.2913,2025-11-13 09:14:25
36,25.3200,81.4553,158.1928,2025-11-13 09:14:25
37,25.3200,81.4565,158.0728,2025-11-13 09:14:25
38,25.3200,81.4575,157.9722,2025-11-13 09:14:25
39,25.3200,81.4575,157.9722,2025-11-13 09:14:25
40,25.3200,81.4542,158.3071,2025-11-13 09:14:25
41,25.3200,81.4562,158.1070,2025-11-13 09:14:25
42,25.3200,81.4562,158.1070,2025-11-13 09:14:25
43,25.3200,81.4568,158.0391,2025-11-13 09:14:25
44,25.3200,81.4550,158.2239,2025-11-13 09:14:25
45,25.3200,81.4562,158.1055,2025-11-13 09:14:25
46,25.3200,81.4562,158.1055,2025-11-13 09:14:25
47,25.3200,81.4545,158.2770,2025-11-13 09:14:25
48,25.3200,81.4560,158.1254,2025-11-13 09:14:25
49,25.3200,81.4590,157.8206,2025-11-13 09:14:26
50,25.3200,81.4590,157.8206,2025-11-13 09:14:26
51,25.3200,81.4583,157.8870,2025-11-13 09:14:26
52,25.3200,81.4546,158.2745,2025-11-13 09:14:26
53,25.3200,81.4557,158.1576,2025-11-13 09:14:26
54,25.3200,81.4557,158.0881,2025-11-13 09:14:26
55,25.3300,81.4564,158.0881,2025-11-13 09:14:26
56,25.3300,81.4583,157.8860,2025-11-13 09:14:26
57,25.3200,81.4567,158.0560,2025-11-13 09:14:26
58,25.3200,81.4547,158.2576,2025-11-13 09:14:26
59,25.3200,81.4528,158.4593,2025-11-13 09:14:26
60,25.3200,81.4557,158.1576,2025-11-13 09:14:26
61,25.3200,81.4557,158.1913,2025-11-13 09:14:26
62,25.3200,81.4554,158.1913,2025-11-13 09:14:26
63,25.3300,81.4529,158.4404,2025-11-13 09:14:26
64,25.3200,81.4537,158.3587,2025-11-13 09:14:26
65,25.3200,81.4541,158.3250,2025-11-13 09:14:26
66,25.3200,81.4541,158.3250,2025-11-13 09:14:26
